"IndicatorId","Label","MeasurementType","Denominator"
"ED_EDUC_M_CPR","Men with completed primary education","Percent","Men interviewed"
"ED_EDUC_M_SSC","Men with some secondary education","Percent","Men interviewed"
"ED_EDUC_M_CSC","Men with completed secondary education","Percent","Men interviewed"
"ED_EDUC_M_HGH","Men with more than secondary education","Percent","Men interviewed"
"ED_EDUC_M_DKM","Men with don't know or missing information on education","Percent","Men interviewed"
"ED_EDUC_M_TOT","Men's education: Total","Percent","Men interviewed"
"ED_EDUC_M_PRI","Men with primary education","Percent","Men interviewed"
"ED_EDUC_M_SEH","Men with secondary or higher education","Percent","Men interviewed"
"ED_EDUC_M_MYR","Median years of education completed [Men]","Median","Men interviewed"
"ED_EDUC_M_NUM","Number of men","Number","Men interviewed"
"ED_EDUC_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"ED_LITR_W_SCH","Women with secondary or higher education","Percent","Women interviewed"
"ED_LITR_W_RDW","Women who can read a whole sentence","Percent","Women interviewed"
"ED_LITR_W_RDP","Women who can read part of a sentence","Percent","Women interviewed"
"ED_LITR_W_NRD","Women who cannot read at all","Percent","Women interviewed"
"ED_LITR_W_NCD","Women for whom no card with required language was available","Percent","Women interviewed"
"ED_LITR_W_BLD","Women who are blind.visually impaired","Percent","Women interviewed"
"ED_LITR_W_MIS","Women with missing information on literacy","Percent","Women interviewed"
"ED_LITR_W_TOT","Women's literacy: Total","Percent","Women interviewed"
"ED_LITR_W_LIT","Women who are literate","Percent","Women interviewed"
"ED_LITR_W_NUM","Number of women","Number","Women interviewed"
"ED_LITR_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"ED_LITR_M_SCH","Men with secondary or higher education","Percent","Men interviewed"
"ED_LITR_M_RDW","Men who can read a whole sentence","Percent","Men interviewed"
"ED_LITR_M_RDP","Men who can read part of a sentence","Percent","Men interviewed"
"ED_LITR_M_NRD","Men who cannot read at all","Percent","Men interviewed"
"ED_LITR_M_NCD","Men for whom no card with required language was available","Percent","Men interviewed"
"ED_LITR_M_BLD","Men who are blind.visually impaired","Percent","Men interviewed"
"ED_LITR_M_MIS","Men with missing information on literacy","Percent","Men interviewed"
"ED_LITR_M_TOT","Men's literacy: Total","Percent","Men interviewed"
"ED_LITR_M_LIT","Men who are literate","Percent","Men interviewed"
"ED_LITR_M_NUM","Number of men","Number","Men interviewed"
"ED_LITR_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"ED_MDIA_W_NWS","Women who read a newspaper at least once a week","Percent","Women interviewed"
"ED_MDIA_W_TLV","Women who watch television at least once a week","Percent","Women interviewed"
"ED_MDIA_W_RDO","Women who listen to the radio at least once a week","Percent","Women interviewed"
"ED_MDIA_W_3MD","Women with access to newspaper, television and radio at least once a week","Percent","Women interviewed"
"ED_MDIA_W_N3M","Women with no access to mass media","Percent","Women interviewed"
"ED_MDIA_W_NUM","Number of women","Number","Women interviewed"
"ED_MDIA_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"ED_MDIA_M_NWS","Men who read a newspaper at least once a week","Percent","Men interviewed"
"ED_MDIA_M_TLV","Men who watch television at least once a week","Percent","Men interviewed"
"ED_MDIA_M_RDO","Men who listen to the radio at least once a week","Percent","Men interviewed"
"ED_MDIA_M_3MD","Men with access to newspaper, television and radio at least once a week","Percent","Men interviewed"
"ED_MDIA_M_N3M","Men with no access to mass media","Percent","Men interviewed"
"ED_MDIA_M_NUM","Number of men","Number","Men interviewed"
"ED_MDIA_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"EM_EMPL_W_EMC","Women who worked in the last 12 months and are currently","Percent","Women interviewed"
"EM_EMPL_W_ENC","Women who worked in the last 12 months, but not currently","Percent","Women interviewed"
"EM_EMPL_W_N12","Women who did no work in the last 12 months","Percent","Women interviewed"
"EM_EMPL_W_DKM","Women with don't know or missing information on whether they worked in the last 12 months","Percent","Women interviewed"
"EM_EMPL_W_TOT","Women : Total","Percent","Women interviewed"
"EM_EMPL_W_NUM","Number of women","Number","Women interviewed"
"EM_EMPL_W_UNW","Number of women (unweighted)","Number","Women interviewed"
"EM_EMPL_M_EMC","Men who worked in the last 12 months and are currently","Percent","Men interviewed"
"EM_EMPL_M_ENC","Men who worked in the last 12 months, but not currently","Percent","Men interviewed"
"EM_EMPL_M_N12","Men who did no work in the last 12 months","Percent","Men interviewed"
"EM_EMPL_M_DKM","Men with don't know or missing information on whether they worked in the last 12 months","Percent","Men interviewed"
"EM_EMPL_M_TOT","Men : Total","Percent","Men interviewed"
"EM_EMPL_M_NUM","Number of men","Number","Men interviewed"
"EM_EMPL_M_UNW","Number of men (unweighted)","Number","Men interviewed"
"EM_OCCP_W_PRO","Women's occupation: Professional, technical, managerial","Percent","Women interviewed"
"EM_OCCP_W_CLR","Women's occupation: Clerical","Percent","Women interviewed"
"EM_OCCP_W_SAL","Women's occupation: Sales, services","Percent","Women interviewed"
"EM_OCCP_W_MNS","Women's occupation: Skilled manual","Percent","Women interviewed"
"EM_OCCP_W_MNU","Women's occupation: Unskilled manual","Percent","Women interviewed"
"EM_OCCP_W_DOM","Women's occupation: Household & domestic","Percent","Women interviewed"
"EM_OCCP_W_AGR","Women's occupation: Agriculture","Percent","Women interviewed"
"EM_OCCP_W_OTH","Women's occupation: Other","Percent","Women interviewed"
"EM_OCCP_W_DKM","Women with don't know or missing information on occupation","Percent","Women interviewed"
"EM_OCCP_W_TOT","Women's occupation: Total","Percent","Women interviewed"
"EM_OCCP_W_NUM","Number of women employed in the last 12 months","Number","Women interviewed"
"EM_OCCP_W_UNW","Number of women employed in the last 12 months (unweighted)","Number","Women interviewed"
"EM_OCCP_M_PRO","Men's occupation: Professional, technical, managerial","Percent","Men interviewed"
"EM_OCCP_M_CLR","Men's occupation: Clerical","Percent","Men interviewed"
"EM_OCCP_M_SAL","Men's occupation: Sales, services","Percent","Men interviewed"
"EM_OCCP_M_MNS","Men's occupation: Skilled manual","Percent","Men interviewed"
"EM_OCCP_M_MNU","Men's occupation: Unskilled manual","Percent","Men interviewed"
"EM_OCCP_M_DOM","Men's occupation: Household & domestic","Percent","Men interviewed"
"EM_OCCP_M_AGR","Men's occupation: Agriculture","Percent","Men interviewed"
"EM_OCCP_M_OTH","Men's occupation: Other","Percent","Men interviewed"
"EM_OCCP_M_DKM","Men with don't know or missing information on occupation","Percent","Men interviewed"
"EM_OCCP_M_TOT","Men's occupation: Total","Percent","Men interviewed"
"EM_OCCP_M_NUM","Number of men employed in the last 12 months","Number","Men interviewed"
"EM_OCCP_M_UNW","Number of men employed in the last 12 months (unweighted)","Number","Men interviewed"
"EM_EMPT_W_CSH","Women who worked for cash only","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_CAK","Women who worked for cash and in-kind payment","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_KND","Women who worked for in-kind payment only","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_NPD","Women who worked unpaid","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_CMS","Women with missing information on type of earnings","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_FAM","Women employed by family member","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_NFM","Women employed by non-family member","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_SEM","Women self-employed","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_EMS","Women with missing information on type of employer","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_AYR","Women who worked all year","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_SES","Women who worked seasonally","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_OCC","Women who worked occasionally","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_TMS","Women with don't know or missing information on recent work","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_TTO","Women: Total","Percent","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_NUM","Number of women employed during the past 12 months","Number","Women employed in the 12 months preceding the survey"
"EM_EMPT_W_UNW","Number of women employed in the last 12 months (unweighted)","Number","Women employed in the 12 months preceding the survey"
"EM_EMPM_W_EMP","Married women employed in the last 12 months","Percent","Currently married women"
