NAME      , LABEL
ds509_2   , vitamin a2 day  
ds509_3   , vitamin a2 day  
ds509_4   , vitamin a2 day  
ds509_5   , vitamin a2 day  
ds509_6   , vitamin a2 day  
ms509_1   , vitamin a2 month    
ms509_2   , vitamin a2 month    
ms509_3   , vitamin a2 month    
ms509_4   , vitamin a2 month    
ms509_5   , vitamin a2 month    
ms509_6   , vitamin a2 month    
ys509_1   , vitamin a2 year 
ys509_2   , vitamin a2 year 
ys509_3   , vitamin a2 year 
ys509_4   , vitamin a2 year 
ys509_5   , vitamin a2 year 
ys509_6   , vitamin a2 year 
s513_1    , place received most vaccinations    
s513_2    , place received most vaccinations    
s513_3    , place received most vaccinations    
s513_4    , place received most vaccinations    
s513_5    , place received most vaccinations    
s513_6    , place received most vaccinations    
s514a_1   , reason did not vaccinate child  
s514a_2   , reason did not vaccinate child  
s514a_3   , reason did not vaccinate child  
s514a_4   , reason did not vaccinate child  
s514a_5   , reason did not vaccinate child  
s514a_6   , reason did not vaccinate child  
s514b_1   , reason did not vaccinate child  
s514b_2   , reason did not vaccinate child  
s514b_3   , reason did not vaccinate child  
s514b_4   , reason did not vaccinate child  
s514b_5   , reason did not vaccinate child  
s514b_6   , reason did not vaccinate child  
s514c_1   , reason did not vaccinate child  
s514c_2   , reason did not vaccinate child  
s514c_3   , reason did not vaccinate child  
s514c_4   , reason did not vaccinate child  
s514c_5   , reason did not vaccinate child  
s514c_6   , reason did not vaccinate child  
s514d_1   , reason did not vaccinate child  
s514d_2   , reason did not vaccinate child  
s514d_3   , reason did not vaccinate child  
s514d_4   , reason did not vaccinate child  
s514d_5   , reason did not vaccinate child  
s514d_6   , reason did not vaccinate child  
s514e_1   , reason did not vaccinate child  
s514e_2   , reason did not vaccinate child  
s514e_3   , reason did not vaccinate child  
s514e_4   , reason did not vaccinate child  
s514e_5   , reason did not vaccinate child  
s514e_6   , reason did not vaccinate child  
s514f_1   , reason did not vaccinate child  
s514f_2   , reason did not vaccinate child  
s514f_3   , reason did not vaccinate child  
s514f_4   , reason did not vaccinate child  
s514f_5   , reason did not vaccinate child  
s514f_6   , reason did not vaccinate child  
s514g_1   , reason did not vaccinate child  
s514g_2   , reason did not vaccinate child  
s514g_3   , reason did not vaccinate child  
s514g_4   , reason did not vaccinate child  
s514g_5   , reason did not vaccinate child  
s514g_6   , reason did not vaccinate child  
s514h_1   , reason did not vaccinate child  
s514h_2   , reason did not vaccinate child  
s514h_3   , reason did not vaccinate child  
s514h_4   , reason did not vaccinate child  
s514h_5   , reason did not vaccinate child  
s514h_6   , reason did not vaccinate child  
s514x_1   , reason did not vaccinate child  
s514x_2   , reason did not vaccinate child  
s514x_3   , reason did not vaccinate child  
s514x_4   , reason did not vaccinate child  
s514x_5   , reason did not vaccinate child  
s514x_6   , reason did not vaccinate child  
s544f_1   , cs other taken for fever/cough: mefloquine  
s544f_2   , cs other taken for fever/cough: mefloquine  
s544f_3   , cs other taken for fever/cough: mefloquine  
s544f_4   , cs other taken for fever/cough: mefloquine  
s544f_5   , cs other taken for fever/cough: mefloquine  
s544f_6   , cs other taken for fever/cough: mefloquine  
s544g_1   , cs other taken for fever/cough: artemisinin 
s544g_2   , cs other taken for fever/cough: artemisinin 
s544g_3   , cs other taken for fever/cough: artemisinin 
s544g_4   , cs other taken for fever/cough: artemisinin 
s544g_5   , cs other taken for fever/cough: artemisinin 
s544g_6   , cs other taken for fever/cough: artemisinin 
s544h_1   , cs other taken for fever/cough: artesunate tablet   
s544h_2   , cs other taken for fever/cough: artesunate tablet   
s544h_3   , cs other taken for fever/cough: artesunate tablet   
s544h_4   , cs other taken for fever/cough: artesunate tablet   
s544h_5   , cs other taken for fever/cough: artesunate tablet   
s544h_6   , cs other taken for fever/cough: artesunate tablet   
s544i_1   , cs other taken for fever/cough: artesunate suppository  
s544i_2   , cs other taken for fever/cough: artesunate suppository  
s544i_3   , cs other taken for fever/cough: artesunate suppository  
s544i_4   , cs other taken for fever/cough: artesunate suppository  
s544i_5   , cs other taken for fever/cough: artesunate suppository  
s544i_6   , cs other taken for fever/cough: artesunate suppository  
s544j_1   , cs other taken for fever/cough: artekine    
s544j_2   , cs other taken for fever/cough: artekine    
s544j_3   , cs other taken for fever/cough: artekine    
s544j_4   , cs other taken for fever/cough: artekine    
s544j_5   , cs other taken for fever/cough: artekine    
s544j_6   , cs other taken for fever/cough: artekine    
s544k_1   , cs other taken for fever/cough: cotexin 
s544k_2   , cs other taken for fever/cough: cotexin 
s544k_3   , cs other taken for fever/cough: cotexin 
s544k_4   , cs other taken for fever/cough: cotexin 
s544k_5   , cs other taken for fever/cough: cotexin 
s544k_6   , cs other taken for fever/cough: cotexin 
s544l_1   , cs other taken for fever/cough: amoxicilline    
s544l_2   , cs other taken for fever/cough: amoxicilline    
s544l_3   , cs other taken for fever/cough: amoxicilline    
s544l_4   , cs other taken for fever/cough: amoxicilline    
s544l_5   , cs other taken for fever/cough: amoxicilline    
s544l_6   , cs other taken for fever/cough: amoxicilline    
s544m_1   , cs other taken for fever/cough: cotrimoxazone   
s544m_2   , cs other taken for fever/cough: cotrimoxazone   
s544m_3   , cs other taken for fever/cough: cotrimoxazone   
s544m_4   , cs other taken for fever/cough: cotrimoxazone   
s544m_5   , cs other taken for fever/cough: cotrimoxazone   
s544m_6   , cs other taken for fever/cough: cotrimoxazone   
s544n_1   , cs other taken for fever/cough: tetracycilne    
s544n_2   , cs other taken for fever/cough: tetracycilne    
s544n_3   , cs other taken for fever/cough: tetracycilne    
s544n_4   , cs other taken for fever/cough: tetracycilne    
s544n_5   , cs other taken for fever/cough: tetracycilne    
s544n_6   , cs other taken for fever/cough: tetracycilne    
s545f_1   , first source for cs antimalarial: mefloquine    
s545f_2   , first source for cs antimalarial: mefloquine    
s545f_3   , first source for cs antimalarial: mefloquine    
s545f_4   , first source for cs antimalarial: mefloquine    
s545f_5   , first source for cs antimalarial: mefloquine    
s545f_6   , first source for cs antimalarial: mefloquine    
s545g_1   , first source for cs antimalarial: artemisinin   
s545g_2   , first source for cs antimalarial: artemisinin   
s545g_3   , first source for cs antimalarial: artemisinin   
s545g_4   , first source for cs antimalarial: artemisinin   
s545g_5   , first source for cs antimalarial: artemisinin   
s545g_6   , first source for cs antimalarial: artemisinin   
s545h_1   , first source for cs antimalarial: artesunate tablet 
s545h_2   , first source for cs antimalarial: artesunate tablet 
s545h_3   , first source for cs antimalarial: artesunate tablet 
s545h_4   , first source for cs antimalarial: artesunate tablet 
s545h_5   , first source for cs antimalarial: artesunate tablet 
s545h_6   , first source for cs antimalarial: artesunate tablet 
s545i_1   , first source for cs antimalarial: artesunate suppository    
s545i_2   , first source for cs antimalarial: artesunate suppository    
s545i_3   , first source for cs antimalarial: artesunate suppository    
s545i_4   , first source for cs antimalarial: artesunate suppository    
s545i_5   , first source for cs antimalarial: artesunate suppository    
s545i_6   , first source for cs antimalarial: artesunate suppository    
s545j_1   , first source for cs antimalarial: artekine  
s545j_2   , first source for cs antimalarial: artekine  
s545j_3   , first source for cs antimalarial: artekine  
s545j_4   , first source for cs antimalarial: artekine  
s545j_5   , first source for cs antimalarial: artekine  
s545j_6   , first source for cs antimalarial: artekine  
s545k_1   , first source for cs antimalarial: cotexin   
s545k_2   , first source for cs antimalarial: cotexin   
s545k_3   , first source for cs antimalarial: cotexin   
s545k_4   , first source for cs antimalarial: cotexin   
s545k_5   , first source for cs antimalarial: cotexin   
s545k_6   , first source for cs antimalarial: cotexin   
s545l_1   , first source for cs antimalarial: amoxicilline  
s545l_2   , first source for cs antimalarial: amoxicilline  
